target	key	en	ar
Areas/StudentAreaResource	Profile.PrefNoiseLevel	Preferred noise level	مستوى الضوضاء المفضل
Areas/StudentAreaResource	Profile.PrefPreferredGender	Preferred gender	الجنس المفضل
Areas/StudentAreaResource	Profile.PrefsIntro	These preferences tell the matching engine what you're looking for in a roommate.	تُخبر هذه التفضيلات محرك التطابق بما تبحث عنه في زميل السكن.
Areas/StudentAreaResource	Profile.PrefSleepSchedule	Preferred sleep schedule	مواعيد النوم المفضلة
Areas/StudentAreaResource	Profile.PrefsText	Adjust your housing and lifestyle preferences.	اضبط تفضيلات السكن وأسلوب الحياة.
Areas/StudentAreaResource	Profile.PrefsTitle	Roommate preferences	تفضيلات زملاء السكن
Areas/StudentAreaResource	Profile.RejectedBanner	Your verification was rejected.	تم رفض تحققك.
Areas/StudentAreaResource	Profile.Save	Save profile	حفظ الملف
Areas/StudentAreaResource	Profile.SavePrefs	Save preferences	حفظ التفضيلات
Areas/StudentAreaResource	Profile.SleepSchedule	Sleep schedule	مواعيد النوم
Areas/StudentAreaResource	Profile.Smoker	Smoker	مدخن
Areas/StudentAreaResource	Profile.Title	My profile	ملفي الشخصي
Areas/StudentAreaResource	Profile.University	University	الجامعة
Areas/StudentAreaResource	Profile.UniversityId	University ID	بطاقة الجامعة
Areas/StudentAreaResource	Profile.UniversityIdLabel	University ID / student card image	صورة بطاقة الجامعة / كارت الطالب
Areas/StudentAreaResource	Profile.Upload	Upload	رفع
Areas/StudentAreaResource	Profile.UploadDocs	Upload documents	رفع المستندات
Areas/StudentAreaResource	Profile.Uploaded	Uploaded	تم الرفع
Areas/StudentAreaResource	Profile.UploadNewDocs	Upload new documents	ارفع مستندات جديدة
Areas/StudentAreaResource	Profile.UploadUpdatedDocs	Upload updated documents	ارفع مستندات محدثة
Areas/StudentAreaResource	Profile.VerifiedBanner	You are a verified student.	أنت طالب موثق.
Areas/StudentAreaResource	Profile.VerifiedStays	Verified stays:	الإقامات الموثقة:
Areas/StudentAreaResource	Profile.VerifyIntro	Upload a clear photo of your National ID and your University ID / student card. Only the admin team can see them. Verification is reviewed within a few days.	ارفع صورة واضحة لبطاقتك الشخصية وبطاقة جامعتك / كارت الطالب. لن يطلع عليها سوى فريق الإدارة. تتم مراجعة التحقق خلال أيام قليلة.
Areas/StudentAreaResource	Profile.VerifyStudentId	Verify your student ID	وثّق بطاقة الطالب الخاصة بك
Areas/StudentAreaResource	Profile.VerifyText	Upload your documents to become a verified student.	ارفع مستنداتك لتصبح طالبًا موثقًا.
Areas/StudentAreaResource	Profile.VerifyTitle	Verify student account	توثيق الحساب الطلابي
Areas/StudentAreaResource	Prop.About	About	نبذة
Areas/StudentAreaResource	Prop.Applied	Applied	تم التقديم
Areas/StudentAreaResource	Prop.AppliedPending	Your application is pending approval.	طلبك قيد المراجعة.
Areas/StudentAreaResource	Prop.ApplyFor	Apply for	تقديم طلب لـ
Areas/StudentAreaResource	Prop.Available	Available	متاح
Areas/StudentAreaResource	Prop.AvailableRooms	Available rooms	الغرف المتاحة
Areas/StudentAreaResource	Prop.Bathrooms	Bathrooms	الحمامات
Areas/StudentAreaResource	Prop.Bedrooms	Bedrooms	غرف النوم
Areas/StudentAreaResource	Prop.MessagePlaceholder	Write a message to the owner...	اكتب رسالة للمالك...
Areas/StudentAreaResource	Prop.MessageToOwner	Message to owner	رسالة إلى المالك
Areas/StudentAreaResource	Prop.NoRooms	No rooms available	لا توجد غرف متاحة
Areas/StudentAreaResource	Prop.PetsAllowed	Pets allowed	يُسمح بالحيوانات الأليفة
Areas/StudentAreaResource	Prop.RentPerMonth	Rent per month	الإيجار الشهري
Areas/StudentAreaResource	Prop.Room	Room	الغرفة
Areas/StudentAreaResource	Prop.SendApplication	Send application	إرسال الطلب
Areas/StudentAreaResource	Prop.Taken	Taken	محجوز
Areas/StudentAreaResource	Prop.UnverifiedOwner	Unverified owner	مالك غير موثق
Areas/StudentAreaResource	Reviews.AboutMe	Reviews about me	التقييمات عني
Areas/StudentAreaResource	Reviews.Comment	Comment	تعليق
Areas/StudentAreaResource	Reviews.CommentPlaceholder	How was your stay?...	كيف كانت إقامتك؟...
Areas/StudentAreaResource	Reviews.CommentPlaceholder2	How was living together?...	كيف كانت المعيشة معًا؟...
Areas/StudentAreaResource	Reviews.FromVerifiedStay	From a verified stay	من إقامة موثقة
Areas/StudentAreaResource	Reviews.IWrote	Roommate reviews I wrote	تقييمات زملاء السكن التي كتبتها
Areas/StudentAreaResource	Reviews.Live	Live	منشور
Areas/StudentAreaResource	Reviews.MyTitle	My reviews	تقييماتي
Areas/StudentAreaResource	Reviews.NoPropertyReviews	You haven't reviewed any properties yet. Review after a completed stay.	لم تقيّم أي عقار بعد. يمكنك التقييم بعد إقامة مكتملة.
Areas/StudentAreaResource	Reviews.NoReviewsAboutMe	No reviews about you yet.	لا توجد تقييمات عنك بعد.
Areas/StudentAreaResource	Reviews.NoReviewsIWrote	You haven't reviewed any roommates yet.	لم تقيّم أي زميل سكن بعد.
Areas/StudentAreaResource	Reviews.PendingApproval	Pending approval	قيد المراجعة
Areas/StudentAreaResource	Reviews.PropertyReviews	Property reviews	تقييمات العقارات
Areas/StudentAreaResource	Reviews.Removed	Removed	تمت الإزالة
Areas/StudentAreaResource	Reviews.ReviewProperty	Review property	قيّم العقار
Areas/StudentAreaResource	Reviews.ReviewRoommate	Review roommate	قيّم زميل السكن
Areas/StudentAreaResource	Reviews.ReviewRoommateSub	Rate your experience living with this roommate.	قيّم تجربتك في العيش مع زميل السكن هذا.
Areas/StudentAreaResource	Reviews.ReviewRoommateTitle	Roommate review	تقييم زميل السكن
Areas/StudentAreaResource	Reviews.ReviewYourStay	Review your stay at	قيّم إقامتك في
Areas/StudentAreaResource	Reviews.Submit	Submit review	إرسال التقييم
Areas/StudentAreaResource	Reviews.Rating	Rating	التقييم
Areas/StudentAreaResource	Reviews.Title	Reviews	التقييمات
Areas/StudentAreaResource	Reviews.TitleLabel	Title	العنوان
Areas/StudentAreaResource	Reviews.TitlePlaceholder	Title of your review	عنوان تقييمك
Areas/StudentAreaResource	Search.AllCities	All cities	جميع المدن
Areas/StudentAreaResource	Search.AllTypes	All types	جميع الأنواع
Areas/StudentAreaResource	Search.KeywordPlaceholder	Search by keyword, university, city...	ابحث بالكلمة المفتاحية، الجامعة، المدينة...
Areas/StudentAreaResource	Search.NoResults	No properties match your search.	لا توجد عقارات مطابقة لبحثك.
Areas/StudentAreaResource	Search.ResultsCount	properties found	عقار تم العثور عليه
Areas/StudentAreaResource	Search.Reviews	reviews	تقييم
Areas/StudentAreaResource	Search.SortNewest	Newest	الأحدث
Areas/StudentAreaResource	Search.SortPriceAsc	Price: low to high	السعر: من الأقل إلى الأعلى
Areas/StudentAreaResource	Search.SortPriceDesc	Price: high to low	السعر: من الأعلى إلى الأقل
Areas/StudentAreaResource	Search.SortRecommended	Recommended	الأفضل تطابقًا
Areas/StudentAreaResource	Search.VerifiedReviews	verified reviews	تقييمات موثقة
Areas/StudentAreaResource	Stays.Empty	No stays yet.	لا توجد إقامات بعد.
Areas/StudentAreaResource	Stays.Ended	Ended	انتهت
Areas/StudentAreaResource	Stays.PropertyReviewed	Property reviewed	تم تقييم العقار
Areas/StudentAreaResource	Stays.ReviewProperty	Review property	قيّم العقار
Areas/StudentAreaResource	Stays.ReviewRoommate	Review roommate	قيّم زميل السكن
Areas/StudentAreaResource	Stays.Room	Room	الغرفة
Areas/StudentAreaResource	Stays.Started	Started	بدأت
Areas/StudentAreaResource	Stays.Title	My stays	إقاماتي
Areas/OwnerAreaResource	Common.Back	Back	رجوع
Areas/OwnerAreaResource	Common.Cancel	Cancel	إلغاء
Areas/OwnerAreaResource	Apps.Applied	Applied	تاريخ التقديم
Areas/OwnerAreaResource	Apps.Approve	Approve	موافقة
Areas/OwnerAreaResource	Apps.ApproveConfirm	Approve and create a verified stay for this student?	هل تريد الموافقة وإنشاء إقامة موثقة لهذا الطالب؟
Areas/OwnerAreaResource	Apps.Empty	No applications for your properties yet.	لا توجد طلبات لعقاراتك بعد.
Areas/OwnerAreaResource	Apps.Message	Message	الرسالة
Areas/OwnerAreaResource	Apps.PropertyRoom	Property / Room	العقار / الغرفة
Areas/OwnerAreaResource	Apps.Reject	Reject	رفض
Areas/OwnerAreaResource	Apps.Status	Status	الحالة
Areas/OwnerAreaResource	Apps.Student	Student	الطالب
Areas/OwnerAreaResource	Apps.Title	Applications	الطلبات
Areas/OwnerAreaResource	Dash.ActiveStays	Active stays	الإقامات النشطة
Areas/OwnerAreaResource	Dash.AddFirstListing	Add your first listing	أضف أول عقار لك
Areas/OwnerAreaResource	Dash.AddProperty	Add property	إضافة عقار
Areas/OwnerAreaResource	Dash.ApprovedListings	Approved listings	العقارات المعتمدة
Areas/OwnerAreaResource	Dash.Hello	Hello	مرحبًا
Areas/OwnerAreaResource	Dash.NoApplications	No applications yet.	لا توجد طلبات بعد.
Areas/OwnerAreaResource	Dash.NoProperties	No properties yet.	لا توجد عقارات بعد.
Areas/OwnerAreaResource	Dash.NotVerifiedBanner	Your owner account is	حسابك كمالك
Areas/OwnerAreaResource	Dash.PendingApplications	Pending applications	الطلبات المعلقة
Areas/OwnerAreaResource	Dash.RecentApplications	Recent applications	أحدث الطلبات
Areas/OwnerAreaResource	Dash.Title	Owner Dashboard	لوحة تحكم المالك
Areas/OwnerAreaResource	Dash.TotalProperties	Properties	العقارات
Areas/OwnerAreaResource	Dash.UploadOwnershipProof	Upload ownership proof	ارفع مستند الملكية
Areas/OwnerAreaResource	Dash.VerifyToRank	to get verified and rank higher in search.	للتوثيق والظهور أعلى في نتائج البحث.
Areas/OwnerAreaResource	Dash.YourListings	Your properties	عقاراتك
Areas/OwnerAreaResource	Dash.YourProperties	Your properties	عقاراتك
Areas/OwnerAreaResource	Form.AddPhotos	Add photos	إضافة صور
Areas/OwnerAreaResource	Form.AddPhotosHint	Up to 6 images. The first uploaded image becomes the cover photo.	حتى 6 صور. أول صورة تُرفع تصبح صورة الغلاف.
Areas/OwnerAreaResource	Form.Address	Address	العنوان
Areas/OwnerAreaResource	Form.AddRoom	Add room	إضافة غرفة
Areas/OwnerAreaResource	Form.Amenities	Amenities	المرافق
Areas/OwnerAreaResource	Form.Available	Available	متاحة
Areas/OwnerAreaResource	Form.AvailableFrom	Available from	متاح من
Areas/OwnerAreaResource	Form.AvailBeds	Avail. beds	الأسرة المتاحة
Areas/OwnerAreaResource	Form.Bathrooms	Bathrooms	الحمامات
Areas/OwnerAreaResource	Form.Bedrooms	Bedrooms	غرف النوم
Areas/OwnerAreaResource	Form.Beds	Beds	الأسرة
Areas/OwnerAreaResource	Form.City	City	المدينة
Areas/OwnerAreaResource	Form.CurrentStatus	Current status:	الحالة الحالية:
Areas/OwnerAreaResource	Form.Deposit	Deposit	التأمين
Areas/OwnerAreaResource	Form.DescPlaceholder	Describe the home, the neighborhood, utilities...	صف المنزل والحي والمرافق...
Areas/OwnerAreaResource	Form.Description	Description	الوصف
Areas/OwnerAreaResource	Form.District	District	الحي
Areas/OwnerAreaResource	Form.IsFurnished	Furnished	مفروش
Areas/OwnerAreaResource	Form.Latitude	Latitude	خط العرض
Areas/OwnerAreaResource	Form.Longitude	Longitude	خط الطول
Areas/OwnerAreaResource	Form.PetAllowed	Pets allowed	يُسمح بالحيوانات الأليفة
Areas/OwnerAreaResource	Form.Photos	Photos	الصور
Areas/OwnerAreaResource	Form.Primary	Primary	رئيسية
Areas/OwnerAreaResource	Form.PropertyType	Property type	نوع العقار
Areas/OwnerAreaResource	Form.RemovePhotoConfirm	Remove this photo?	إزالة هذه الصورة؟
Areas/OwnerAreaResource	Form.RoomDesc	Room description (optional)	وصف الغرفة (اختياري)
Areas/OwnerAreaResource	Form.RoomName	Room name	اسم الغرفة
Areas/OwnerAreaResource	Form.RoomRent	Rent/mo	الإيجار/شهريًا
Areas/OwnerAreaResource	Form.Rooms	Rooms	الغرف
Areas/OwnerAreaResource	Form.RoomsHint	Add each room you rent out. Students apply to specific rooms.	أضف كل غرفة تؤجرها. يتقدم الطلاب لغرف محددة.
Areas/OwnerAreaResource	Form.State	State	المحافظة
Areas/OwnerAreaResource	Form.Title	Title	العنوان
Areas/OwnerAreaResource	Form.University	University	الجامعة
Areas/OwnerAreaResource	Form.UniversityPlaceholder	e.g. Cairo University	مثال: جامعة القاهرة
Areas/OwnerAreaResource	Form.ZipCode	Zip code	الرمز البريدي
Areas/OwnerAreaResource	OProfile.Bio	Bio	نبذة
Areas/OwnerAreaResource	OProfile.BioPlaceholder	Tell students a bit about yourself and your properties...	عرّف الطلاب بنفسك وبعقاراتك...
Areas/OwnerAreaResource	OProfile.Company	Company / name	الشركة / الاسم
Areas/OwnerAreaResource	OProfile.DocLabel	Document (jpg, png or webp, max 3 MB)	المستند (jpg أو png أو webp، بحد أقصى 3 ميجابايت)
Areas/OwnerAreaResource	OProfile.EditTitle	Edit profile	تعديل الملف الشخصي
Areas/OwnerAreaResource	OProfile.License	License number	رقم الترخيص
Areas/OwnerAreaResource	OProfile.LicensePlaceholder	Optional license / tax number	رقم الترخيص / الضريبة (اختياري)
Areas/OwnerAreaResource	OProfile.MyProfile	My profile	ملفي الشخصي
Areas/OwnerAreaResource	OProfile.NotVerified	Not verified.	غير موثق.
Areas/OwnerAreaResource	OProfile.PendingBanner	Your verification document is under review.	مستند تحققك قيد المراجعة.
Areas/OwnerAreaResource	OProfile.Phone	Phone	الهاتف
Areas/OwnerAreaResource	OProfile.RejectedBanner	Your verification was rejected.	تم رفض تحققك.
Areas/OwnerAreaResource	OProfile.Save	Save profile	حفظ الملف
Areas/OwnerAreaResource	OProfile.Title	Owner profile	الملف الشخصي للمالك
Areas/OwnerAreaResource	OProfile.ToUnlockBadge	to unlock the verified badge.	لتفعيل شارة التوثيق.
Areas/OwnerAreaResource	OProfile.Upload	Upload	رفع
Areas/OwnerAreaResource	OProfile.UploadClearerDoc	Upload a clearer document	ارفع مستندًا أوضح
Areas/OwnerAreaResource	OProfile.VerifiedBanner	Your owner account is	حسابك كمالك
Areas/OwnerAreaResource	OProfile.VerifiedSince	Since	منذ
Areas/OwnerAreaResource	OProfile.VerifyHeading	Verify your owner account	وثّق حسابك كمالك
Areas/OwnerAreaResource	OProfile.VerifyIntro	Upload a copy of your property ownership document or business registration. Only the admin team can see it.	ارفع نسخة من مستند ملكية العقار أو السجل التجاري. لن يطلع عليها سوى فريق الإدارة.
Areas/OwnerAreaResource	OProfile.VerifyOwnership	Verify your ownership	وثّق ملكيتك
Areas/OwnerAreaResource	OProfile.VerifyTitle	Verify owner account	توثيق حساب المالك
Areas/OwnerAreaResource	Props.Add	Add property	إضافة عقار
Areas/OwnerAreaResource	Props.AddHeading	Add a property	إضافة عقار
Areas/OwnerAreaResource	Props.AddTitle	Add property	إضافة عقار
Areas/OwnerAreaResource	Props.Delete	Delete	حذف
Areas/OwnerAreaResource	Props.DeleteConfirm	Delete this property? This cannot be undone.	حذف هذا العقار؟ لا يمكن التراجع عن ذلك.
Areas/OwnerAreaResource	Props.EditHeading	Edit property	تعديل العقار
Areas/OwnerAreaResource	Props.EditTitle	Edit property	تعديل العقار
Areas/OwnerAreaResource	Props.Empty	You haven't listed any properties yet.	لم تضف أي عقار بعد.
Areas/OwnerAreaResource	Props.Hidden	Hidden	مخفي
Areas/OwnerAreaResource	Props.Hide	Hide	إخفاء
Areas/OwnerAreaResource	Props.Reason	Reason:	السبب:
Areas/OwnerAreaResource	Props.RoomsCount	room(s)	غرفة
Areas/OwnerAreaResource	Props.SaveChanges	Save changes	حفظ التغييرات
Areas/OwnerAreaResource	Props.Show	Show	إظهار
Areas/OwnerAreaResource	Props.SubmitListing	Submit listing	إرسال الإعلان
Areas/OwnerAreaResource	Props.Title	My properties	عقاراتي
Areas/AdminAreaResource	Common.Back	Back	رجوع
Areas/AdminAreaResource	Common.Cancel	Cancel	إلغاء
Areas/AdminAreaResource	Cmpl.About	about	عن
Areas/AdminAreaResource	Cmpl.ColDate	Date	التاريخ
Areas/AdminAreaResource	Cmpl.ColFrom	From	من
Areas/AdminAreaResource	Cmpl.ColId	#	#
Areas/AdminAreaResource	Cmpl.ColProperty	Property	العقار
Areas/AdminAreaResource	Cmpl.ColStatus	Status	الحالة
Areas/AdminAreaResource	Cmpl.ColType	Type	الفئة
Areas/AdminAreaResource	Cmpl.Complaint	Complaint	شكوى
Areas/AdminAreaResource	Cmpl.Empty	No complaints filed.	لا توجد شكاوى مقدمة.
Areas/AdminAreaResource	Cmpl.General	general	عام
Areas/AdminAreaResource	Cmpl.Resolution	Resolution	القرار
Areas/AdminAreaResource	Cmpl.Response	Response	الرد
Areas/AdminAreaResource	Cmpl.ResponseLabel	Response (optional, sent to the student)	الرد (اختياري، يُرسل للطالب)
Areas/AdminAreaResource	Cmpl.Review	Review	مراجعة
Areas/AdminAreaResource	Cmpl.SaveResolution	Save resolution	حفظ القرار
Areas/AdminAreaResource	Cmpl.Title	Complaints	الشكاوى
Areas/AdminAreaResource	Audit.Title	Audit logs	سجلات التدقيق
Areas/AdminAreaResource	Audit.Empty	No audit entries found.	لا توجد سجلات تدقيق.
Areas/AdminAreaResource	Audit.SearchPlaceholder	Search by action, entity, description or admin...	ابحث بالحدث، الكيان، الوصف أو المسؤول...
Areas/AdminAreaResource	Audit.AllActions	All actions	جميع الأحداث
Areas/AdminAreaResource	Audit.Filter	Filter	تصفية
Areas/AdminAreaResource	Audit.ColTime	Time	الوقت
Areas/AdminAreaResource	Audit.ColAdmin	Admin	المسؤول
Areas/AdminAreaResource	Audit.ColAction	Action	الحدث
Areas/AdminAreaResource	Audit.ColEntity	Entity	الكيان
Areas/AdminAreaResource	Audit.ColDetails	Details	التفاصيل
Areas/AdminAreaResource	Audit.ColReason	Reason	السبب
Areas/AdminAreaResource	Audit.ColIp	IP address	عنوان IP
Areas/AdminAreaResource	Dash.ApprovedProperties	Approved listings	العقارات المعتمدة
Areas/AdminAreaResource	Dash.Dashboard	Dashboard	لوحة التحكم
Areas/AdminAreaResource	Dash.NoListings	No listings yet.	لا توجد عقارات بعد.
Areas/AdminAreaResource	Dash.NoPendingVerifications	No pending verification requests.	لا توجد طلبات توثيق معلقة.
Areas/AdminAreaResource	Dash.OwnersAwaiting	Owners awaiting verification	مالكون بانتظار التوثيق
Areas/AdminAreaResource	Dash.PendingProperties	Pending listings	العقارات المعلقة
Areas/AdminAreaResource	Dash.RecentListings	Recent listings	أحدث العقارات
Areas/AdminAreaResource	Dash.StudentsAwaiting	Students awaiting verification	طلاب بانتظار التوثيق
Areas/AdminAreaResource	Dash.Title	Admin dashboard	لوحة تحكم الإدارة
Areas/AdminAreaResource	Dash.TotalListings	Live listings	العقارات المنشورة
Areas/AdminAreaResource	Dash.TotalUsers	Total users	إجمالي المستخدمين
Areas/AdminAreaResource	Dash.VerificationRequests	Verification requests	طلبات التوثيق
Areas/AdminAreaResource	Dash.ViewAll	View all	عرض الكل
Areas/AdminAreaResource	Props.All	All	الكل
Areas/AdminAreaResource	Props.Approve	Approve	موافقة
Areas/AdminAreaResource	Props.Approved	Approved	معتمد
Areas/AdminAreaResource	Props.ColLocation	Location	الموقع
Areas/AdminAreaResource	Props.ColOwner	Owner	المالك
Areas/AdminAreaResource	Props.ColPublished	Published	تاريخ النشر
Areas/AdminAreaResource	Props.ColRooms	Rooms	الغرف
Areas/AdminAreaResource	Props.ColStatus	Status	الحالة
Areas/AdminAreaResource	Props.ColTitle	Title	العنوان
Areas/AdminAreaResource	Props.Hidden	Hidden	مخفي
Areas/AdminAreaResource	Props.Pending	Pending	قيد الانتظار
Areas/AdminAreaResource	Props.ReasonLabel	Reason (shown to the owner)	السبب (سيظهر للمالك)
Areas/AdminAreaResource	Props.Reject	Reject	رفض
Areas/AdminAreaResource	Props.Rejected	Rejected	مرفوض
Areas/AdminAreaResource	Props.RejectListing	Reject listing	رفض الإعلان
Areas/AdminAreaResource	Props.Title	Properties	العقارات
Areas/AdminAreaResource	Rev.AllReviews	All reviews	جميع التقييمات
Areas/AdminAreaResource	Rev.Approve	Approve	موافقة
Areas/AdminAreaResource	Rev.AwaitingModeration	Awaiting moderation	بانتظار المراجعة
Areas/AdminAreaResource	Rev.ColProperty	Property	العقار
Areas/AdminAreaResource	Rev.ColRating	Rating	التقييم
Areas/AdminAreaResource	Rev.ColReview	Review	التعليق
Areas/AdminAreaResource	Rev.ColStatus	Status	الحالة
Areas/AdminAreaResource	Rev.ColStudent	Student	الطالب
Areas/AdminAreaResource	Rev.NoPublished	No published reviews.	لا توجد تقييمات منشورة.
Areas/AdminAreaResource	Rev.PendingCount	{0} pending	{0} بانتظار المراجعة
Areas/AdminAreaResource	Rev.Remove	Remove	إزالة
Areas/AdminAreaResource	Rev.RemoveConfirm	Remove this review?	إزالة هذا التقييم؟
Areas/AdminAreaResource	Rev.Title	Reviews	التقييمات
Areas/AdminAreaResource	Users.Activate	Activate	تفعيل
Areas/AdminAreaResource	Users.ActivateConfirm	Activate this user?	تفعيل هذا المستخدم؟
Areas/AdminAreaResource	Users.All	All	الكل
Areas/AdminAreaResource	Users.AllUsers	All users	جميع المستخدمين
Areas/AdminAreaResource	Users.Approve	Approve	موافقة
Areas/AdminAreaResource	Users.ColActive	Active	نشط
Areas/AdminAreaResource	Users.ColCompany	Company	الشركة
Areas/AdminAreaResource	Users.ColDocument	Document	المستند
Areas/AdminAreaResource	Users.ColEmail	Email	البريد الإلكتروني
Areas/AdminAreaResource	Users.ColJoined	Joined	تاريخ الانضمام
Areas/AdminAreaResource	Users.ColName	Name	الاسم
Areas/AdminAreaResource	Users.ColRoles	Roles	الأدوار
Areas/AdminAreaResource	Users.ColStatus	Status	الحالة
Areas/AdminAreaResource	Users.ColUniversity	University	الجامعة
Areas/AdminAreaResource	Users.Deactivate	Deactivate	إيقاف
Areas/AdminAreaResource	Users.DeactivateConfirm	Deactivate this user?	إيقاف هذا المستخدم؟
Areas/AdminAreaResource	Users.NationalId	National ID	البطاقة الشخصية
Areas/AdminAreaResource	Users.No	No	لا
Areas/AdminAreaResource	Users.Owners	Owners	المالكون
Areas/AdminAreaResource	Users.OwnerVerification	Owner verification	توثيق المالكين
Areas/AdminAreaResource	Users.ReasonForNew	Reason for new documents	سبب طلب مستندات جديدة
Areas/AdminAreaResource	Users.Reject	Reject	رفض
Areas/AdminAreaResource	Users.RejectionReason	Rejection reason	سبب الرفض
Areas/AdminAreaResource	Users.RequestNew	Request new	طلب مستندات جديدة
Areas/AdminAreaResource	Users.Students	Students	الطلاب
Areas/AdminAreaResource	Users.StudentVerification	Student verification	توثيق الطلاب
Areas/AdminAreaResource	Users.Title	Users	المستخدمون
Areas/AdminAreaResource	Users.UniversityId	University ID	بطاقة الجامعة
Areas/AdminAreaResource	Users.View	View	عرض
Areas/AdminAreaResource	Users.Yes	Yes	نعم
SharedResource	Msg.Welcome	Welcome to Housing Gate! Complete your profile to get the most out of the platform.	مرحبًا بك في بوابة السكن! أكمل ملفك للاستفادة القصوى من المنصة.
SharedResource	Msg.ProfileUpdated	Profile updated.	تم تحديث الملف.
SharedResource	Msg.UpdatePrefs	Update your roommate preferences too!	حدّث تفضيلات زملاء السكن أيضًا!
SharedResource	Msg.PrefsSaved	Preferences saved. The matching engine now knows what you're looking for.	تم حفظ التفضيلات. محرك التطابق الآن يعرف ما تبحث عنه.
SharedResource	Msg.DocsUploaded	Documents uploaded. An admin will verify your account shortly.	تم رفع المستندات. سيقوم أحد المشرفين بتوثيق حسابك قريبًا.
SharedResource	Msg.AttachDocument	Please attach a document.	يرجى إرفاق مستند.
SharedResource	Msg.CancelPendingOnly	Only pending applications can be cancelled.	يمكن إلغاء الطلبات المعلقة فقط.
SharedResource	Msg.ApplicationCancelled	Application cancelled.	تم إلغاء الطلب.
SharedResource	Msg.ComplaintFiled	Complaint filed. Our team will review it.	تم إيداع الشكوى. سيقوم فريقنا بمراجعتها.
SharedResource	Msg.ReviewSubmitted	Review submitted. It will appear once approved by a moderator.	تم إرسال التقييم. سيظهر بعد موافقة المشرف.
SharedResource	Msg.CommentRequired	Please write a comment.	يرجى كتابة تعليق.
SharedResource	Msg.RoommateReviewSubmitted	Roommate review submitted. It will appear once approved.	تم إرسال تقييم زميل السكن. سيظهر بعد الموافقة.
SharedResource	Msg.NotSharedStay	This student did not share the property with you.	لم يشاركك هذا الطالب في السكن.
SharedResource	Msg.ApplicationSent	Application sent! The owner will review it shortly.	تم إرسال الطلب! سيقوم المالك بمراجعته قريبًا.
SharedResource	Msg.ApplicationApproved	Application approved. A verified stay was created.	تمت الموافقة على الطلب. تم إنشاء إقامة موثقة.
SharedResource	Msg.ApplicationRejected	Application rejected.	تم رفض الطلب.
SharedResource	Msg.ListingCreated	Listing created. It will go live once an admin approves it.	تم إنشاء الإعلان. سيُنشر بعد موافقة الإدارة.
SharedResource	Msg.ListingUpdated	Listing updated.	تم تحديث الإعلان.
SharedResource	Msg.ListingDeleted	Listing deleted.	تم حذف الإعلان.
SharedResource	Notif.ApplicationCancelled	Application cancelled	تم إلغاء الطلب
SharedResource	Notif.ApplicationCancelledBody	A student withdrew their application.	قام أحد الطلاب بسحب طلبه.
SharedResource	RequiredAttribute_ValidationError	This field is required.	هذا الحقل مطلوب.
SharedResource	StringLengthAttribute_ValidationError	The value must not exceed {1} characters.	يجب ألا يتجاوز طول القيمة {1} حرفًا.
SharedResource	RangeAttribute_ValidationError	The value must be between {1} and {2}.	يجب أن تكون القيمة بين {1} و {2}.
SharedResource	EmailAddressAttribute_ValidationError	The email address is not valid.	عنوان البريد الإلكتروني غير صحيح.
SharedResource	PhoneAttribute_ValidationError	The phone number is not valid.	رقم الهاتف غير صحيح.
SharedResource	CompareAttribute_ValidationError	The values do not match.	القيمتان غير متطابقتين.
SharedResource	PasswordMismatch_ValidationError	The password and confirmation password do not match.	كلمة المرور وتأكيد كلمة المرور غير متطابقتين.
SharedResource	TermsRequired_ValidationError	Please accept the terms to continue.	يرجى الموافقة على الشروط للمتابعة.
# ---------- Service-level error messages ----------
SharedResource	Err.PropertyNotFound	Property not found.	العقار غير موجود.
SharedResource	Err.PropertyCannotBeDeleted	This property cannot be deleted because it has applications or stays. Deactivate it instead.	لا يمكن حذف هذا العقار لوجود طلبات أو إقامات مرتبطة به. يمكنك إيقافه بدلاً من ذلك.
SharedResource	Err.ImageNotFound	Image not found.	الصورة غير موجودة.
SharedResource	Err.RoomNotFound	Room not found.	الغرفة غير موجودة.
SharedResource	Err.ListingNotAccepting	This listing is not currently accepting applications.	هذا الإعلان لا يقبل الطلبات حالياً.
SharedResource	Err.RoomUnavailable	This room is no longer available.	هذه الغرفة لم تعد متاحة.
SharedResource	Err.AlreadyApplied	You have already applied for this room.	لقد تقدمت بالفعل لهذه الغرفة.
SharedResource	Err.ApplicationNotFound	Application not found.	الطلب غير موجود.
SharedResource	Err.ApplicationAnswered	This application has already been answered.	تم الرد على هذا الطلب بالفعل.
SharedResource	Err.StudentProfileNotFoundFull	Student profile not found. Are you registered as a student?	ملف الطالب غير موجود. هل أنت مسجل كطالب؟
SharedResource	Err.StudentProfileNotFound	Student profile not found.	ملف الطالب غير موجود.
SharedResource	Err.OwnerProfileNotFound	Owner profile not found.	ملف المالك غير موجود.
SharedResource	Err.UserNotFound	User not found.	المستخدم غير موجود.
SharedResource	Err.CannotDeactivateAdmin	Admin accounts cannot be deactivated.	لا يمكن تعطيل حسابات المشرفين.
SharedResource	Err.ComplaintNotFound	Complaint not found.	الشكوى غير موجودة.
SharedResource	Err.InvalidLogin	Invalid login attempt.	بيانات تسجيل الدخول غير صحيحة.
SharedResource	Err.StayNotYours	This stay does not belong to you.	هذه الإقامة ليست لك.
